sentence,label,idx,target
question: Hmm I can't pre order this.  I am here on the date and at the time.  Oh well. product: PlayStation VR Launch Bundle [Discontinued],0,6564,not funny
question: Will it fit on my head? product: Trump Make America Great Again Red Cap Collectible Ornament,1,1756,funny
question: I'm trying to use my gift card and it's not working product: Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,0,3829,not funny
question: Is it good for un-pregnanat males? product: Prenatal DHA Vitamins High-Dose Prenatal DHA Supplements for Pregnant or Nursing Mothers Supports Healthy Brain Eye & Cognitive Development for Babies 180 Softgels ...,1,3030,funny
question: where did u get this or make it product: Think Geek Canned Unicorn Meat,0,9426,not funny
question: How to make yogurt in the Instant Pot? product: Instant Pot IP-DUO60 7-in-1 Programmable Pressure Cooker 6qt/1000W Latest 3rd Generation Technology Stainless Steel Cooking Pot and Exterior,0,9684,not funny
question: Will this watch stop my wife from eating so much cake? product: Apple Watch Series 1 Sport 42mm Space Gray Aluminum Case with Black Sport Band,1,16198,funny
question: Does it represent the struggles of the proletariat? product: Seymour Mfg. 2G-497 Serrated Grass Hook,1,18998,funny
"question: What is frame material? product: Diamondback Bicycles Release 2 Full Suspension Mountain Bike Grey 21""/X-Large",0,15530,not funny
question: Tell me there's not really a pig on the front...? product: FakeFace 8 Pockets Bedside Storage Caddy for DormHomeBaby Stroller and Car,1,11691,funny
"question: Can you iorn it? product: Colorful House Unisex Full Length Hooded Cape Costume Cloak (Purple 59"")",0,15839,not funny
question: Do you sell anything thats actually radioactive for real and not just a rock off the ground? Your uranium ore is fake as hell. product: Uranium Ore,1,15507,funny
question: Do you have other Images of this? product: Crick-ettes Sampler Gift Pack- Sour Cream & Onion Bacon & Cheese & Salt N' Vinegar by Hotlix,0,9467,not funny
question: hi are these good for interdimebional travel?and teleportation?i hve one skyscraper should i get another one?will it be happy with another ? product: Selenite Skyscraper (1pc),1,3421,funny
question: You people have such a great sense of humor wish I could meet each and everyone of you so we can watch The Office on this beautiful tv screen lol? product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,17163,funny
question: can this be used to inflate balloons? product: Geared2U Bike Pump by Mini Compact & Portable - For Road Mountain Or BMX Bicycles - Presta & Schrader Valve Compatible - Premium CNC Aluminum - Extremely Lightweight,0,1592,not funny
question: can I disguise myself as a horse and let people get on top of me product: Accoutrements Horse Head Mask,1,860,funny
question: do you believe in love after love? product: CyberpowerPC Gamer Xtreme GXi10200A Desktop Gaming PC (Intel i7-7700 3.6GHz NVIDIA GTX 1060 6GB 16GB DDR4 RAM 1TB 7200RPM HDD 120GB SSD Win 10 Home) White,1,9580,funny
question: Does it come pre-loaded with cocaine? product: Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,1,4199,funny
question: Will this work with with a 7.62? product: Nikon M-223 4-16x42mm Rifle Scope BDC 600 Reticle 8493 w/ Standard M-223,0,17261,not funny
question: Does it work for seafood like lobsters? product: 8-piece Seafood Tools Set 2 Lobster Crackers and 6 Seafood Forks,0,9336,not funny
question: If you kill a spider on the wall/ceiling does the spider stick to the zapper rather than just fall down? product: Dynazap DZ30100 Extendable Insect Zapper Black/Green,1,12383,funny
question: Is this gluten-free? product: Little Stinker The Original Bag of Unicorn Farts Cotton Candy Funny Novelty Gift for Unique Birthday Gag Gift for Friends Mom Dad Girl Boy Grandson Stocking Stuffer While Elephant Christmas,0,11983,not funny
question: Pthalate free or not it's still made of pvc which is the worst man made carcinogenic. What makes it being pthalate free in this case actually do? product: Red Horse Hopper Pump Included (Inflatable Space Hopper Jumping Horse Ride-on Bouncy Animal),0,8252,not funny
question: Does this work with Panasonic TV's ? product: The Harry Potter Remote Control Wand,0,1781,not funny
question: Wait let me get this straight: You're charging $23.50 for one box (which contains two matzot)? That's a 345% mark up from the Manischewitz store! product: Manischewitz Passover Chocolate Ultimate Double Dipped Egg Matzo Matzoh,0,18912,not funny
question: Will these control my optic blasts? product: zeroUV - 80s Futuristic Cyclops Cyberpunk Visor Sunglasses with Semi Translucent Mirrored Lens (Smoke/Silver),1,12300,funny
question: Return policy. Whatnif the product does not meet expectations.  What is the return policy and how do you ship the product back after it has expanded product: Chill Sack Bean Bag Chair: Giant 8' Memory Foam Furniture Bean Bag - Big Sofa with Soft Micro Fiber Cover - Navy,0,6257,not funny
question: What is a DUDE dash button? Will I get a random dude-tastic item? if so i'll sign up! product: DUDE Dash Button,0,3594,not funny
question: Is that an Irish or Scottish whiskey the foot model is drinking in the product pictures above? product: Gel Toe SeparatorBestrice Toe Spacers Rubber Toe Stretchers Used for Sports Activities Yoga Practice & Running for Men and Women Bunion Pain Relief Toe Straightener Achilles Stretcher (1 pair),1,14091,funny
question: Two Questions Please!  1) Is the color exactly like that of the photo ? and 2) What are the INNER dimensions at the Top and the Bottom? Thanks ! product: Real Wood Products G3056 Half Whiskey Barrel,0,18870,not funny
question: Are the seat covers Redish or brown? product: Hillsdale Nottingham Round 7-Piece Dining Set Dark Espresso Set Includes 1-Table and 6-Chairs,0,15516,not funny
question: will it eat me? product: GIANT GUMMY GOODNESS CANDY TREAT - GATOR!,1,17432,funny
question: can i eat it? product: HORI Pokken Tournament Pro Pad Limited Edition Controller for Nintendo Wii U,1,17393,funny
question: If I bought this watchband can God give me a girlfriend......? product: Iwatch Band 38mm Rose Gold Women - Glitter Iwatch Band Metal Wristband Stainless Steel Watch Band Fashion Bracelet Compatible Apple Watch Band 38mm Rose Gold Women (Series 3/2/1 Universal),1,10725,funny
question: how tall is this figure? product: Real Life Political Action Figure Hillary Clinton,0,10459,not funny
question: Is this a natural block in the 10lb size or a cube like the one shown of the cow? product: Indusclassic Himalayan Animal Licking Pink Salt Lick Horse Cattles Pure with Minerals (4 LB),0,10261,not funny
question: Can this Necklace be protected by Evil Spirits product: Healing Green Quartz Crystal Point Pendant Necklace,1,10156,funny
question: Is the material itchy when hugging? product: 35cm Dangan Ronpa Super Danganronpa 2 Mono Kuma Black&White Bear Plush Doll Toy by HiRudolph,0,12934,not funny
question: This game is rated T for teen what age do I have to be to play? product: League of Legends [Download],0,17824,not funny
question: Do kids have to climb over the top to get out or is there a hole? If my 11mo stands up in this and holds on to the edge for support will it collapse? product: EWONDERWORLD Hexagon Polka Dot Children Twist Playpen w/ Safety Meshing for Child Play Visibility & Carry Tote - Hexagon Pen,0,7918,not funny
question: My husband is competely colorbind.  Only see's black white and gray.  Would these work for him? product: EnChroma Color Blind Glasses - Ellis - Cx3 Sun Outdoor for Deutan and Protan Color Blindness (Black),0,11624,not funny
question: I am in OHIO USA- What is the delivery time for this item? product: Medieval Chain Mail Shirt and Coif Armor Set (Full Size)  Long Shirt,0,15520,not funny
question: Why is there a deer rifle on this?  lol product: $$ Still Play Hidden Man Camo Hunting Season Sticker Decal $$,1,10846,funny
"question: R dory nemo n crush brand ""new"" or used?...do ""each"" have ""both"" disney tags still on them? product: Disney Finding Nemo: Dory Plush -- 17'' L",0,1536,not funny
question: Are these orris roots fragrant? If so what is the scent? product: Orris Root Raw Herb,0,11842,not funny
question: My boyfriend just broke with me. Will this lamp help? product: Nature Bright SunTouch Plus Light and Ion Therapy,1,5092,funny
question: I'm thinking about buying a couple of these to put in the house when we're not home in case someone breaks in. Is it realistic enough to do the job? product: Foam Filled Alien Halloween Prop,1,9764,funny
question: Why is this so expensive? product: A Really Expensive Rock,0,12259,not funny
question: made in china? product: Trump Make America Great Again Red Cap Collectible Ornament,0,15930,not funny
question: Would someone who has read the books walk me through the Narnia charms? I'm lost! Thanks! product: Silver Plated Q&Q Fashion Vintage Fairytale Charms Alice in Wonderland Style Frog Mirror Tea Party Chain Girl Cuff Bangle Bracelet,1,255,funny
question: What is the manufacture model no. for this Barbie Tough Trike? product: Fisher-Price Barbie Tough Trike,0,14794,not funny
"question: How much come when you buy it product: Comfitwear FCC-600 Traffic Cones with 3M Reflective Collars Orange 28"" H",0,9230,not funny
question: What if you dont have your clothes if they dont arrive to your house product: Men's Distressed Ripped Biker Moto Denim Pants Slim Fit Zipper Jeans (W32 Black),1,6627,funny
question: Why are they so cheap from these sellers? Size 11 Men product: Nike Air Foamposite One Nrg Style: 521286-800 Size: 11,0,8715,not funny
question: Can it be used to recreate Madam Curie’s experiments? product: Uranium Ore,1,6796,funny
question: Can I use a trimmer or a clipper with this product? product: Mens Goatee Shaving Template | Create a Perfectly Shaped Goatee Every Time | Adjustable | Reduces Shaving Time | Shape Van Dyke Goatee and Circle Beard by GoateeSaver (Version 1.1),0,17507,not funny
question: Can this be hooked up to regular 150 -175 PSi Compressor? product: The Orginal T-shirt Launcher - Micro Mini - Black,0,5595,not funny
question: is this concentration music supported outside Android? product: FOCUS+ Brain Supplement And Memory Support Pill (120 Capsules),1,9587,funny
question: what is the maximum minifigures that can fit in the ship? product: LEGO Star Wars Kylo Ren's Command Shuttle 75104 Star Wars Toy,0,13907,not funny
question: Will this watch make me invisible? product: Apple Watch Series 1 Sport 42mm Space Gray Aluminum Case with Black Sport Band,1,16979,funny
question: What is the total bat capacity? product: Premium Bat House | Made in USA | Western Red Cedar | Ready to install | Ideal Bat Shelter for extremely hot to warm climates | Environmentally Responsible Eco-Friendly Mosquito Control | Cedar,0,17704,not funny
question: Lets say youre walking in the woods and walk into a small branch. Will this shield the blow? product: UVEX by Honeywell Bionic Face Shield with Clear Polycarbonate Visor (S8500),1,7904,funny
question: Is it banned in competitive banana slicing events? product: Hutzler 571 Banana Slicer,1,7120,funny
question: I have 2003 Mercesdes Benz ML 500 will it fit to my SUV? product: New Remote Flip Key Shell For Mercedes- Benz ML320 C230 ML55 AMG (3BT+PAINC2track) No Chips Inside,0,5830,not funny
question: I put the ants in 2 days ago. The light immediately stopped working. I need to have the light replaced. How can i get a replacement? product: Amazing Ant Habitat W/ LED Light. Enjoy A Magnificent Habitat. Great For Kids & Adults. Evviva Ant Ecosystem W/ Enhanced Blue Gel. Educational & Learning Science Kit. Live Harvester Ants Not Included.,0,13504,not funny
question: how big is it? product: Haribo Sugar Free Gummy Bears 5LB Bag,0,9659,not funny
question: Why are you charging over three times as much as you can buy this for directly from lego? product: LEGO - 21312 - Ideas Women of NASA,0,3183,not funny
question: So GM is skipped and uses some mysterious pins? product: ABN Terminal Release Kit 23-Piece - Universal Electrical Terminal Removal for American Domestic and Imported Vehicles,1,58,funny
